gene_id	gene_name	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N061011_untreated	N061011_dex
ENSG00000207941.1	MIR552	0	0	0	0	0	0	0	0
ENSG00000163866.9	SMIM12	388	495	441	317	501	716	297	327
ENSG00000189280.3	GJB5	2	1	0	0	1	0	1	1
ENSG00000189433.7	GJB4	0	0	0	0	0	0	0	0
ENSG00000255811.1	ENSG00000255811	0	0	0	0	0	0	0	0
ENSG00000188910.8	GJB3	0	0	0	1	0	0	0	0
ENSG00000187513.9	GJA4	0	0	0	0	0	0	0	2
ENSG00000230163.1	ENSG00000230163	0	0	0	0	0	0	0	0
ENSG00000116544.12	DLGAP3	2	2	2	0	3	2	2	1
ENSG00000284773.1	ENSG00000284773	39	21	42	26	34	34	29	21
ENSG00000241014.2	GPR199P	17	11	19	4	19	24	22	14
ENSG00000243749.2	TMEM35B	33	42	40	31	53	72	44	62
ENSG00000271741.1	ENSG00000271741	0	0	0	0	1	0	0	0
ENSG00000163867.17	ZMYM6	233	202	272	177	237	305	193	191
ENSG00000197056.11	ZMYM1	223	154	268	159	266	285	247	145
ENSG00000233940.1	RPL12P45	0	0	0	0	0	0	0	0
ENSG00000228348.1	EFCAB14P1	0	0	0	1	0	0	1	0
ENSG00000284640.1	ENSG00000284640	0	0	2	0	1	1	0	0
ENSG00000116560.12	SFPQ	3615	3701	3164	2313	3917	4844	2975	3010
ENSG00000201868.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000146463.12	ZMYM4	1461	1115	1727	978	2046	2511	1335	1271
ENSG00000240374.3	RN7SL503P	0	0	0	0	0	0	0	0
ENSG00000201542.1	SNORA62	0	0	0	0	0	0	0	0
ENSG00000229994.1	RPL5P4	26	35	22	11	26	21	16	13
ENSG00000227409.1	ZMYM4-AS1	1	0	1	0	0	0	0	0
ENSG00000142687.19	KIAA0319L	1940	1554	2523	1306	2580	2688	1603	1928
ENSG00000278702.1	Metazoa_SRP	0	0	0	0	0	0	0	0
ENSG00000236274.1	ENSG00000236274	0	0	0	0	0	0	0	0
ENSG00000020129.16	NCDN	1469	951	1311	474	1410	1293	1115	770
ENSG00000239636.3	TFAP2E-AS1	10	7	2	2	7	9	6	7
ENSG00000116819.9	TFAP2E	27	13	20	9	32	27	22	20
ENSG00000126067.12	PSMB2	1257	1121	1529	843	1585	1712	1033	1028
ENSG00000142686.8	C1orf216	685	598	707	428	708	793	656	632
ENSG00000092853.14	CLSPN	76	30	41	11	53	26	50	21
ENSG00000232335.1	ENSG00000232335	0	0	0	0	0	0	0	0
ENSG00000134698.11	AGO4	592	589	682	516	681	921	576	750
ENSG00000092847.14	AGO1	1216	819	1157	622	1187	1233	969	818
ENSG00000271164.1	CFAP97P1	0	0	0	0	0	0	1	0
ENSG00000286899.1	ENSG00000286899	1	0	0	0	2	1	0	0
ENSG00000271914.1	ENSG00000271914	0	0	0	0	0	0	0	0
ENSG00000126070.20	AGO3	466	464	518	339	566	690	384	440
ENSG00000271554.1	ENSG00000271554	0	0	1	0	0	0	0	0
ENSG00000232862.5	ENSG00000232862	0	0	1	0	2	0	0	0
ENSG00000092850.12	TEKT2	0	0	2	3	5	6	3	5
ENSG00000116863.11	ADPRS	396	366	396	232	416	587	333	314
ENSG00000171812.13	COL8A2	320	201	1122	762	295	486	567	625
ENSG00000054116.12	TRAPPC3	722	713	822	489	783	1031	669	668
ENSG00000116871.16	MAP7D1	2941	3072	3448	1825	3725	4800	2416	2492
ENSG00000264592.2	RN7SL131P	0	0	0	0	0	0	0	0
ENSG00000054118.15	THRAP3	2867	2228	3497	1742	3637	3734	2760	2457
ENSG00000231849.1	UBE2V2P4	0	0	0	0	0	1	0	0
ENSG00000214193.11	SH3D21	381	251	541	235	283	685	332	339
ENSG00000142694.7	EVA1B	0	0	0	0	0	0	0	0
ENSG00000286379.1	ENSG00000286379	15	27	33	21	25	40	25	16
ENSG00000196182.11	STK40	734	574	721	284	938	811	566	466
ENSG00000181817.6	LSM10	381	338	401	181	369	406	330	287
ENSG00000222821.1	RNU4-27P	0	0	0	0	0	0	0	0
ENSG00000116885.18	OSCP1	102	70	179	79	138	122	97	90
ENSG00000201448.1	SNORA63C	1	0	1	1	0	0	0	2
ENSG00000116898.12	MRPS15	634	620	733	363	799	976	527	534
ENSG00000119535.20	CSF3R	2	1	4	3	1	0	19	52
ENSG00000230214.1	FTLP18	0	0	0	0	0	0	0	0
ENSG00000284705.1	ENSG00000284705	0	0	0	0	0	0	0	0
ENSG00000284720.1	ENSG00000284720	0	0	0	0	0	0	0	0
ENSG00000234481.2	ENSG00000234481	0	0	0	0	0	0	0	0
ENSG00000163873.10	GRIK3	0	1	0	0	0	0	0	0
ENSG00000284650.1	ENSG00000284650	0	0	0	0	0	0	0	0
ENSG00000223944.3	ENSG00000223944	0	0	0	0	0	0	0	0
ENSG00000264698.1	MIR4255	0	0	0	0	0	0	0	0
ENSG00000207328.1	RNU6-636P	0	0	0	0	0	0	0	0
ENSG00000252368.1	RNA5SP43	0	0	0	0	0	0	0	0
ENSG00000230451.2	RPS29P6	0	0	0	0	0	0	0	0
ENSG00000233621.3	ZC3H12A-DT	57	39	44	29	32	40	44	45
ENSG00000163874.11	ZC3H12A	158	173	156	81	171	226	115	152
ENSG00000283724.1	MIR6732	0	0	0	0	0	0	0	0
ENSG00000163875.16	MEAF6	1145	1122	1123	839	1430	1426	1183	1421
ENSG00000263675.1	MIR5581	5	11	3	3	1	5	3	5
ENSG00000163877.11	SNIP1	331	380	467	325	360	587	330	434
ENSG00000232273.1	FTH1P1	1	0	0	0	0	3	0	0
ENSG00000237749.4	RPS27P9	2	0	0	0	1	1	0	1
ENSG00000163879.11	DNALI1	367	269	448	170	410	320	352	234
ENSG00000134697.13	GNL2	796	1125	889	682	1128	1830	722	911
ENSG00000284748.1	ENSG00000284748	0	0	0	1	0	0	1	3
ENSG00000169218.14	RSPO1	278	695	615	734	263	1131	336	851
ENSG00000116922.15	C1orf109	295	282	353	215	341	419	308	338
ENSG00000134690.11	CDCA8	30	49	32	17	21	23	29	21
ENSG00000183317.17	EPHA10	0	1	2	1	0	1	3	4
ENSG00000200421.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000214141.4	ACTN4P2	0	0	0	0	0	0	0	0
ENSG00000227416.2	ENSG00000227416	0	0	0	0	0	0	0	0
ENSG00000185090.15	MANEAL	24	19	39	15	42	70	18	22
ENSG00000233728.1	ENSG00000233728	0	0	0	0	0	0	0	0
ENSG00000196449.4	YRDC	83	75	88	53	98	143	63	77
ENSG00000197982.14	C1orf122	806	818	636	376	583	830	579	552
ENSG00000188786.10	MTF1	539	528	575	415	669	915	449	600
ENSG00000235673.1	ENSG00000235673	0	0	0	0	0	0	0	0
ENSG00000230955.1	ENSG00000230955	0	0	0	0	0	0	0	0
ENSG00000204084.14	INPP5B	467	333	609	318	540	521	421	409
ENSG00000252448.1	SNORA63	1	0	1	1	1	1	5	2
ENSG00000222282.1	RNU6-584P	0	1	1	0	2	0	0	1
ENSG00000277168.1	Metazoa_SRP	0	0	0	0	0	0	0	0
ENSG00000183431.12	SF3A3	1093	1133	1292	807	1378	1711	1066	1255
ENSG00000212541.1	RNU6-510P	2	1	2	1	1	5	4	9
ENSG00000183386.10	FHL3	411	388	386	237	461	755	409	413
ENSG00000183520.12	UTP11	459	407	471	311	618	662	345	385
ENSG00000185668.8	POU3F1	0	0	1	0	0	1	1	0
ENSG00000224592.5	MIR3659HG	7	3	1	0	1	1	0	0
ENSG00000223589.2	ENSG00000223589	0	0	0	0	0	0	0	0
ENSG00000265596.1	MIR3659	0	0	0	0	0	0	0	0
ENSG00000284623.1	LINC02786	0	0	0	0	0	0	0	0
ENSG00000286552.1	ENSG00000286552	0	0	0	0	0	0	0	0
ENSG00000287987.1	ENSG00000287987	0	0	0	0	0	0	0	0
ENSG00000237290.2	LINC01343	0	0	0	0	0	0	0	0
ENSG00000275350.1	ENSG00000275350	0	0	0	0	0	0	0	0
ENSG00000200796.1	RNU6-753P	0	0	0	0	0	0	0	0
ENSG00000238063.3	LINC01685	0	0	0	0	0	0	0	0
ENSG00000215895.4	HSPA5P1	2	0	1	1	3	5	2	0
ENSG00000284632.1	ENSG00000284632	0	0	0	0	0	0	0	0
ENSG00000116954.8	RRAGC	687	789	684	590	705	703	629	747
ENSG00000273637.1	ENSG00000273637	0	0	0	0	0	0	0	0
ENSG00000228436.4	RRAGC-DT	44	30	52	32	63	57	49	36
ENSG00000214114.9	MYCBP	103	123	131	85	115	199	64	81
ENSG00000274944.4	ENSG00000274944	3	1	0	0	1	1	0	1
ENSG00000131233.10	GJA9	2	2	2	0	3	1	0	1
ENSG00000158315.11	RHBDL2	19	15	30	14	25	19	16	22
ENSG00000199963.1	RNU6-605P	0	0	0	0	0	0	0	0
ENSG00000207466.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000235549.1	EIF1P2	0	0	0	0	0	0	0	0
ENSG00000174574.16	AKIRIN1	696	803	984	701	1185	1627	627	860
ENSG00000168653.11	NDUFS5	1447	1329	1138	699	1753	2049	1011	950
ENSG00000127603.32	MACF1	10959	9085	13850	8469	12683	27482	9596	12861
ENSG00000206654.1	RNU6-608P	0	0	0	0	0	0	0	0
ENSG00000222378.1	RNA5SP44	0	0	0	0	0	0	0	0
ENSG00000287422.1	ENSG00000287422	0	0	1	0	0	0	0	0
ENSG00000226438.1	ENSG00000226438	0	0	0	0	0	0	0	0
ENSG00000217897.2	HSPE1P8	0	1	0	0	0	0	1	0
ENSG00000183682.8	BMP8A	22	22	32	9	22	24	14	22
ENSG00000237624.1	OXCT2P1	7	7	5	9	10	15	12	12
ENSG00000291129.1	PPIEL	139	102	173	82	137	109	148	124
ENSG00000243970.6	PPIEL	3	2	2	1	0	0	0	0
ENSG00000090621.15	PABPC4	4753	4533	4805	2615	3630	3889	3271	3410
ENSG00000228060.3	PABPC4-AS1	4	3	5	1	4	2	2	1
ENSG00000201457.1	SNORA55	0	0	0	0	0	0	0	0
ENSG00000163909.8	HEYL	1	1	0	1	3	6	1	0
ENSG00000225903.1	ENSG00000225903	0	0	0	0	0	0	0	0
ENSG00000116981.4	NT5C1A	0	0	1	0	0	0	0	0
ENSG00000116983.13	HPCAL4	0	0	0	0	1	1	0	0
ENSG00000084072.17	PPIE	616	532	845	439	701	875	617	587
ENSG00000225333.6	ENSG00000225333	0	0	0	0	0	0	0	0
ENSG00000252413.1	RNU7-121P	0	0	0	0	0	0	0	0
ENSG00000289711.1	ENSG00000289711	0	0	0	0	0	0	0	0
ENSG00000116985.12	BMP8B	7	8	11	8	4	3	8	12
ENSG00000198754.5	OXCT2	1	4	0	0	2	7	0	0
ENSG00000285905.1	BMP8B-AS1	0	0	0	0	0	0	0	0
ENSG00000261798.1	ENSG00000261798	0	0	0	0	0	0	0	0
ENSG00000229213.1	ENSG00000229213	0	0	0	0	0	0	0	0
ENSG00000284719.3	ENSG00000284719	0	0	0	0	0	0	0	1
ENSG00000284678.1	LINC02811	0	0	0	0	0	0	0	0
ENSG00000043514.17	TRIT1	222	184	317	156	290	387	209	187
ENSG00000202222.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000116990.12	MYCL	2	4	8	1	6	4	1	0
ENSG00000236546.1	MYCL-AS1	0	1	0	1	0	3	0	0
ENSG00000207356.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000168389.18	MFSD2A	2	9	9	4	13	43	5	5
ENSG00000228477.1	ENSG00000228477	1	0	0	0	2	2	0	1
ENSG00000131236.18	CAP1	6021	6984	7410	5841	6698	12890	4855	7083
ENSG00000131238.18	PPT1	715	677	906	562	783	995	650	640
ENSG00000226745.2	OAZ1P1	0	0	0	0	0	0	0	0
ENSG00000117000.9	RLF	695	554	592	380	681	1008	536	573
ENSG00000207508.1	RNU6-1237P	0	0	0	0	0	0	0	0
ENSG00000188800.6	TMCO2	0	0	0	0	0	0	0	0
ENSG00000259943.2	ZMPSTE24-DT	71	48	62	44	48	50	66	68
ENSG00000084073.10	ZMPSTE24	1821	1757	2124	1472	1899	2522	1661	1730
ENSG00000231296.1	ENSG00000231296	0	1	1	0	1	0	0	1
ENSG00000049089.15	COL9A2	73	37	103	34	112	83	83	47
ENSG00000227311.3	RPL21P20	0	0	0	0	1	0	0	0
ENSG00000084070.12	SMAP2	532	459	444	250	727	634	428	450
ENSG00000213172.3	ENSG00000213172	0	0	0	0	0	0	0	0
ENSG00000290111.1	ENSG00000290111	0	0	0	0	0	0	0	0
ENSG00000284677.1	ENSG00000284677	0	0	0	0	1	0	0	0
ENSG00000187801.15	ZFP69B	20	10	44	8	44	31	29	13
ENSG00000260920.2	ENSG00000260920	31	15	41	11	52	26	35	23
ENSG00000279667.1	ENSG00000279667	0	1	1	0	2	3	2	2
ENSG00000187815.10	ZFP69	54	51	77	44	78	90	72	68
ENSG00000238287.1	EXO5-DT	0	5	7	1	7	9	4	2
ENSG00000164002.12	EXO5	58	41	59	37	74	68	56	67
ENSG00000227278.1	ENSG00000227278	0	0	0	0	0	0	0	1
ENSG00000238186.1	ENSG00000238186	1	3	6	3	7	6	3	3
ENSG00000117010.17	ZNF684	61	45	65	43	78	76	59	59
ENSG00000286838.1	ENSG00000286838	0	0	0	0	0	0	0	0
ENSG00000236505.1	ENSG00000236505	0	0	0	0	0	0	0	0
ENSG00000233910.1	GTF2F2P2	0	0	0	0	0	0	0	0
ENSG00000117016.10	RIMS3	123	117	88	46	24	39	37	52
ENSG00000287743.1	ENSG00000287743	0	1	0	0	0	0	0	0
ENSG00000237899.1	ENSG00000237899	0	0	2	0	3	1	2	1
ENSG00000272145.2	NFYC-AS1	22	27	22	12	21	20	30	11
ENSG00000066136.21	NFYC	407	316	496	222	529	529	422	346
ENSG00000198974.3	MIR30E	0	0	0	0	0	0	0	0
ENSG00000207962.1	MIR30C1	0	0	0	0	0	0	0	0
ENSG00000117013.17	KCNQ4	1	4	2	6	6	11	1	5
ENSG00000264582.2	RN7SL326P	0	0	0	0	0	0	0	0
ENSG00000179862.7	CITED4	29	117	43	41	24	77	30	70
ENSG00000229528.1	ENSG00000229528	0	0	0	0	0	1	0	0
ENSG00000228940.1	ENSG00000228940	0	0	0	0	0	0	0	0
ENSG00000286668.1	ENSG00000286668	0	1	0	0	1	0	0	0
ENSG00000233118.2	UBE2V1P8	0	0	0	0	0	0	0	0
ENSG00000171793.17	CTPS1	363	1199	404	600	437	920	352	1244
ENSG00000281207.1	SLFNL1-AS1	8	18	11	14	11	21	6	19
ENSG00000171790.16	SLFNL1	8	9	11	7	11	16	2	14
ENSG00000010803.17	SCMH1	729	664	834	502	926	999	669	684
ENSG00000215893.3	RPL23AP17	0	0	2	0	0	0	0	0
ENSG00000287400.1	ENSG00000287400	1	0	4	3	0	0	0	0
ENSG00000235358.2	SCMH1-DT	0	4	0	0	2	3	1	2
ENSG00000213987.4	RPL36AP9	0	0	0	0	0	0	0	0
ENSG00000291157.1	ENSG00000291157	0	0	0	0	0	0	0	0
ENSG00000286640.3	ENSG00000286640	0	0	0	0	0	0	0	0
ENSG00000204060.8	FOXO6	20	9	16	4	3	0	5	3
ENSG00000229901.1	FOXO6-AS1	5	0	3	0	1	1	2	0
ENSG00000252563.1	RNA5SP45	0	0	0	0	0	0	0	0
ENSG00000127129.10	EDN2	0	0	0	0	0	0	1	0
ENSG00000127124.16	HIVEP3	17	20	20	13	21	45	10	18
ENSG00000230881.1	ENSG00000230881	0	0	0	0	0	0	0	0
ENSG00000230638.4	ENSG00000230638	0	0	0	0	0	0	0	1
ENSG00000284895.1	ENSG00000284895	0	0	0	0	0	0	0	0
ENSG00000287587.1	ENSG00000287587	0	0	0	0	0	0	0	0
ENSG00000227538.1	HNRNPFP1	0	0	0	0	0	0	0	0
ENSG00000228776.2	ENSG00000228776	0	0	0	0	0	0	0	0
ENSG00000044012.4	GUCA2B	0	0	0	0	0	0	0	0
ENSG00000197273.4	GUCA2A	0	0	0	0	0	0	0	0
ENSG00000198815.9	FOXJ3	936	698	1027	508	1115	1265	794	775
ENSG00000227527.2	ENSG00000227527	2	1	1	1	1	2	0	2
ENSG00000177181.15	RIMKLA	4	0	1	0	2	1	0	4
ENSG00000235002.1	ENSG00000235002	0	0	0	0	0	0	0	0
ENSG00000066185.13	ZMYND12	17	10	36	10	18	22	9	10
ENSG00000127125.9	PPCS	496	475	601	375	568	689	486	463
ENSG00000186409.19	CCDC30	47	29	83	36	55	48	76	58
ENSG00000230116.1	RPS3AP11	0	1	0	0	0	0	0	0
ENSG00000236876.3	TMSB4XP1	4	6	9	4	9	6	2	9
ENSG00000200254.1	RNU6-536P	0	0	0	0	0	0	0	0
ENSG00000236180.2	ENSG00000236180	0	0	1	0	1	1	0	0
ENSG00000171960.12	PPIH	162	128	200	118	202	210	178	150
ENSG00000285728.3	ENSG00000285728	18	15	22	16	18	23	16	18
ENSG00000234917.2	ENSG00000234917	0	1	0	0	1	3	1	2
ENSG00000065978.19	YBX1	9738	8411	10655	5861	9908	11314	8059	7361
ENSG00000164007.11	CLDN19	0	0	0	0	0	0	0	0
ENSG00000117385.16	P3H1	1740	1210	2043	845	1578	1475	1452	1213
ENSG00000164008.17	C1orf50	92	72	118	63	137	101	91	84
ENSG00000283580.4	ENSG00000283580	0	0	0	0	0	0	0	0
ENSG00000228452.1	C1orf50-AS1	0	0	0	0	0	0	0	0
ENSG00000274386.6	TMEM269	10	10	20	11	20	11	25	9
ENSG00000177868.12	SVBP	342	281	417	185	402	313	297	230
ENSG00000164010.15	ERMAP	668	443	1058	478	953	692	805	639
ENSG00000228192.10	ZNF691-DT	23	14	43	13	38	34	32	12
ENSG00000164011.18	ZNF691	142	117	174	75	160	153	154	112
ENSG00000233708.1	ENSG00000233708	1	0	0	0	1	0	0	0
ENSG00000237090.1	MKRN8P	0	0	0	0	0	0	0	0
ENSG00000225099.1	ATP6V1E1P1	0	0	1	0	2	1	0	2
ENSG00000288955.1	ENSG00000288955	1	0	2	0	0	1	0	0
ENSG00000117394.24	SLC2A1	2082	2132	3146	1520	2513	7141	1651	1901
ENSG00000284138.1	ATP6V0CP4	0	1	0	0	0	1	1	0
ENSG00000227533.7	SLC2A1-DT	26	10	54	15	43	38	21	13
ENSG00000283973.2	ENSG00000283973	2	0	2	1	0	3	1	2
ENSG00000207256.1	RNU6-880P	0	0	0	0	0	1	1	0
ENSG00000283136.1	U6	0	0	0	0	0	0	0	0
ENSG00000277513.1	ENSG00000277513	0	0	0	0	0	0	0	0
ENSG00000186973.11	CFAP144	2	3	1	1	1	0	1	1
ENSG00000117395.13	EBNA1BP2	494	499	605	353	701	1092	468	539
ENSG00000284410.1	MIR6733	0	0	0	0	0	0	0	0
ENSG00000243710.8	CFAP57	0	1	12	6	16	38	8	9
ENSG00000199240.1	RNA5SP46	0	0	0	0	0	0	0	0
ENSG00000179178.11	TMEM125	0	0	0	0	0	1	0	0
ENSG00000253313.6	C1orf210	0	0	0	0	0	0	0	0
ENSG00000066056.14	TIE1	0	2	1	1	0	2	0	0
ENSG00000117400.18	MPL	1	0	6	7	2	4	4	2
ENSG00000287113.1	ENSG00000287113	0	0	0	0	0	0	0	0
ENSG00000234694.2	CDC20-DT	1	2	3	1	1	6	3	1
ENSG00000117399.14	CDC20	41	43	35	16	29	34	28	23
ENSG00000066322.15	ELOVL1	917	1105	954	806	962	1732	785	1113
ENSG00000283836.1	MIR6734	0	0	0	0	0	0	0	0
ENSG00000288772.2	ENSG00000288772	1	0	4	1	2	0	2	0
ENSG00000159479.17	MED8	422	421	544	308	593	777	374	397
ENSG00000229431.1	MED8-AS1	10	6	16	9	17	16	11	6
ENSG00000198198.17	SZT2	1169	953	1242	549	1327	1737	950	1083
ENSG00000229372.1	SZT2-AS1	0	0	0	0	0	0	0	0
ENSG00000274975.1	MIR6735	0	0	0	0	0	0	0	0
ENSG00000178922.18	HYI	0	0	0	0	0	0	0	0
ENSG00000229348.1	HYI-AS1	0	0	2	0	0	0	0	0
ENSG00000142949.17	PTPRF	1961	1069	3219	1186	2916	4252	2016	1898
ENSG00000066135.13	KDM4A	498	377	586	287	588	561	422	334
ENSG00000284989.1	ENSG00000284989	0	0	0	0	0	0	0	0
ENSG00000236200.7	KDM4A-AS1	7	10	9	7	11	13	9	2
ENSG00000126091.21	ST3GAL3	31	26	27	16	42	51	23	23
ENSG00000229444.1	ST3GAL3-AS1	0	0	0	0	0	0	0	0
ENSG00000283414.1	U6	0	0	0	0	0	1	0	0
ENSG00000233674.2	ENSG00000233674	0	0	0	0	0	0	0	0
ENSG00000283477.1	MIR6079	0	0	0	0	0	0	0	0
ENSG00000224751.2	SHMT1P1	0	2	0	0	0	0	0	0
ENSG00000117407.17	ARTN	4	5	3	2	10	8	9	4
ENSG00000237950.3	LINC02918	1	5	1	1	4	7	4	0
ENSG00000288573.3	ENSG00000288573	1	3	2	0	2	4	2	3
ENSG00000117408.11	IPO13	753	809	899	497	855	944	668	746
ENSG00000285649.1	ENSG00000285649	0	1	0	0	0	2	1	0
ENSG00000132768.14	DPH2	128	146	168	101	148	265	112	154
ENSG00000117410.14	ATP6V0B	677	754	571	469	616	895	563	708
ENSG00000117411.18	B4GALT2	1309	951	1406	608	1392	1622	989	850
ENSG00000159214.13	CCDC24	76	49	84	40	86	119	47	72
ENSG00000196517.13	SLC6A9	350	65	436	44	437	124	399	88
ENSG00000230615.8	ENSG00000230615	19	6	16	8	23	15	13	8
ENSG00000227163.2	ENSG00000227163	0	0	0	0	0	1	0	0
ENSG00000271647.1	KRT8P47	0	0	0	0	0	0	0	0
ENSG00000239560.3	RN7SL479P	0	0	0	0	0	0	0	0
ENSG00000171872.5	KLF17	2	6	1	2	4	5	1	3
ENSG00000233514.1	ENSG00000233514	0	0	2	0	2	3	1	1
ENSG00000283039.1	KLF18	0	0	0	0	0	0	0	0
ENSG00000226804.4	ENSG00000226804	0	0	0	0	0	0	0	0
ENSG00000200171.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000238037.1	OOSP1P1	0	0	0	0	0	0	0	0
ENSG00000227994.1	ENSG00000227994	0	0	0	0	0	0	0	0
ENSG00000271329.1	ENSG00000271329	0	0	0	0	0	0	0	0
ENSG00000178028.14	DMAP1	437	287	602	235	674	603	425	300
ENSG00000117419.16	ERI3	679	666	849	490	774	1060	599	687
ENSG00000233602.1	ERI3-IT1	1	5	8	1	10	12	5	1
ENSG00000199385.1	RNU6-369P	0	0	0	0	0	0	0	0
ENSG00000187147.19	RNF220	860	986	959	599	956	1243	740	886
ENSG00000263381.1	MIR5584	0	0	0	0	0	0	0	0
ENSG00000126106.14	TMEM53	114	131	111	92	72	129	79	155
ENSG00000198520.12	ARMH1	37	28	61	32	63	80	64	59
ENSG00000199377.1	RNU5F-1	0	0	0	0	1	0	0	0
ENSG00000200169.1	RNU5D-1	0	0	0	0	0	0	0	0
ENSG00000142945.13	KIF2C	36	37	26	18	19	31	29	21
ENSG00000225721.5	ENSG00000225721	0	0	3	0	1	3	1	1
ENSG00000142937.12	RPS8	19785	18628	20594	9954	17620	19903	13402	13030
ENSG00000264294.1	SNORD55	0	0	0	0	0	0	0	0
ENSG00000200913.1	SNORD46	0	2	1	0	0	3	0	1
ENSG00000202031.1	SNORD38A	2	2	0	2	0	2	1	2
ENSG00000207421.1	SNORD38B	0	0	0	0	0	0	0	0
ENSG00000281859.1	SNORD38B	0	0	0	0	0	0	0	0
ENSG00000234093.3	RPS15AP11	1	1	3	1	6	4	1	0
ENSG00000142959.5	BEST4	5	3	10	2	10	7	3	2
ENSG00000173846.13	PLK3	256	152	235	100	221	249	221	188
ENSG00000188396.4	DYNLT4	11	3	14	5	20	17	19	9
ENSG00000290041.1	ENSG00000290041	10	4	8	4	12	12	8	7
ENSG00000222009.9	BTBD19	320	165	527	141	424	470	359	209
ENSG00000117425.14	PTCH2	25	28	55	33	89	54	37	34
ENSG00000202444.1	RNU5E-6P	0	0	0	0	0	0	0	0
ENSG00000226499.1	ENSG00000226499	0	1	0	1	2	0	0	0
ENSG00000070785.17	EIF2B3	271	263	368	192	354	357	264	235
ENSG00000253039.1	RNA5SP47	0	0	0	0	0	0	0	0
ENSG00000229815.1	CCNB1IP1P1	0	0	0	0	0	0	0	0
ENSG00000232369.1	PPIAP35	0	0	0	0	0	0	1	0
ENSG00000268949.1	MRPS17P1	0	0	0	0	0	0	1	0
ENSG00000126107.15	HECTD3	1239	973	1423	679	1542	1638	992	999
ENSG00000126088.14	UROD	1128	907	1767	796	1448	1496	1125	1009
ENSG00000162415.7	ZSWIM5	98	33	185	62	172	196	102	47
ENSG00000234315.1	OSTCP5	0	0	0	0	0	0	0	0
ENSG00000281912.1	LINC01144	3	5	10	4	8	4	5	6
ENSG00000186603.7	HPDL	7	9	1	0	5	5	4	6
ENSG00000132781.21	MUTYH	11	15	20	6	13	22	14	8
ENSG00000288208.1	ENSG00000288208	0	0	0	0	0	0	0	0
ENSG00000132773.12	TOE1	90	66	116	51	111	120	89	77
ENSG00000070759.17	TESK2	75	45	112	49	84	64	90	70
ENSG00000236872.1	PPIAP36	0	0	0	0	0	0	0	0
ENSG00000280670.3	CCDC163	43	28	54	24	23	20	21	18
ENSG00000132763.15	MMACHC	136	80	128	55	134	146	99	95
ENSG00000117450.15	PRDX1	2865	2805	4170	2349	3645	3926	2538	2579
ENSG00000234379.1	HMGB1P48	0	0	0	0	0	0	0	0
ENSG00000117448.14	AKR1A1	994	748	1036	534	818	987	760	740
ENSG00000281133.1	ENSG00000281133	0	0	0	0	0	0	1	0
ENSG00000280836.1	ENSG00000280836	0	0	2	0	2	0	1	0
ENSG00000289407.1	ENSG00000289407	10	3	6	0	3	4	1	4
ENSG00000132780.17	NASP	1090	858	1073	604	1211	1048	921	823
ENSG00000281112.1	ENSG00000281112	0	0	0	0	0	0	0	0
ENSG00000281825.1	ENSG00000281825	0	0	1	0	0	0	0	0
ENSG00000159588.15	CCDC17	5	5	9	2	7	8	5	6
ENSG00000159592.11	GPBP1L1	1247	1069	1455	917	1483	1599	1025	1203
ENSG00000225447.1	RPS15AP10	4	1	1	1	9	2	1	3
ENSG00000234329.1	RPL7AP16	4	3	9	3	9	14	2	5
ENSG00000159596.7	TMEM69	424	293	440	240	526	548	400	336
ENSG00000197429.11	IPP	276	192	373	191	319	389	280	256
ENSG00000230896.1	ENSG00000230896	24	15	27	27	41	34	28	16
ENSG00000236111.5	RPL6P1	0	2	2	0	1	1	0	0
ENSG00000086015.23	MAST2	1834	1325	2582	1081	2345	2090	1822	1604
ENSG00000232467.2	TMA16P2	0	0	0	0	0	0	0	0
ENSG00000117461.15	PIK3R3	155	54	368	75	382	128	176	36
ENSG00000278139.1	P3R3URF-PIK3R3	0	0	0	0	0	0	0	0
ENSG00000226957.1	ENSG00000226957	0	1	0	0	0	0	0	0
ENSG00000233114.2	COX7BP4	0	0	0	0	0	0	0	0
ENSG00000227857.2	ENSG00000227857	2	0	2	0	0	0	1	0
ENSG00000117472.10	TSPAN1	1	0	11	1	16	9	1	1
ENSG00000250719.2	P3R3URF	0	0	0	0	0	0	0	0
ENSG00000085998.15	POMGNT1	954	1003	1329	824	1436	1700	785	952
ENSG00000171357.6	LURAP1	35	22	41	13	47	34	32	30
ENSG00000085999.13	RAD54L	12	4	10	7	14	12	8	3
ENSG00000132128.18	LRRC41	1824	1668	2069	1131	2378	2762	1741	1710
ENSG00000173660.12	UQCRH	1401	1319	1417	805	1517	1803	931	835
ENSG00000117481.11	NSUN4	275	249	321	177	333	441	274	269
ENSG00000225779.1	ENSG00000225779	0	1	0	0	0	0	0	1
ENSG00000117480.16	FAAH	21	34	23	21	30	30	43	38
ENSG00000232022.10	FAAHP1	0	0	0	0	0	0	0	0
