gene_id	gene_name	N61311_untreated	N61311_dex	N052611_untreated	N052611_dex	N080611_untreated	N080611_dex	N061011_untreated	N061011_dex
ENSG00000259128.1	DUX4L2	0	0	0	0	0	0	0	0
ENSG00000250020.1	RP11-811I15.1	0	0	0	0	0	0	0	0
ENSG00000249430.1	CTD-2231H16.1	0	0	0	0	0	0	0	0
ENSG00000153404.9	PLEKHG4B	1	0	2	0	0	2	1	0
ENSG00000199540.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000185028.3	LRRC14B	0	0	0	0	0	0	0	0
ENSG00000261434.1	CTD-2083E4.7	0	0	0	0	1	0	0	0
ENSG00000164366.3	CCDC127	799	711	974	693	1020	1349	876	951
ENSG00000260774.1	CTD-2083E4.4	3	4	11	4	11	19	7	4
ENSG00000073578.12	SDHA	2212	2043	2266	1309	2367	2688	1752	1976
ENSG00000248925.1	CTD-2083E4.6	1	1	2	4	4	4	5	3
ENSG00000249915.3	PDCD6	1188	1170	1140	753	1258	1781	923	1076
ENSG00000250848.1	CTD-2083E4.5	3	2	3	0	4	7	2	5
ENSG00000063438.12	AHRR	495	350	805	318	961	1000	838	539
ENSG00000214278.4	CTD-2228K2.2	0	0	0	0	0	0	0	0
ENSG00000250645.1	CTD-2228K2.1	2	2	10	0	2	2	4	0
ENSG00000221990.2	C5orf55	44	28	98	37	61	66	61	65
ENSG00000180104.11	EXOC3	1011	873	1145	607	1262	1438	922	920
ENSG00000188242.4	CTD-2228K2.5	85	76	92	38	102	110	91	75
ENSG00000225138.3	CTD-2228K2.7	438	336	299	162	196	147	204	211
ENSG00000066230.6	SLC9A3	74	53	86	27	43	40	36	36
ENSG00000250385.1	RP11-310P5.2	0	0	0	0	0	0	0	0
ENSG00000264233.1	MIR4456	0	0	0	0	0	0	0	0
ENSG00000249650.1	RP11-310P5.1	0	0	0	0	0	1	1	0
ENSG00000112877.6	CEP72	24	13	27	6	25	16	28	21
ENSG00000171368.10	TPPP	2	4	2	3	1	8	3	4
ENSG00000268885.1	AC026740.1	1	1	1	1	3	1	1	0
ENSG00000271781.1	CTD-2589H19.6	3	2	3	1	0	1	3	2
ENSG00000188818.8	ZDHHC11	16	16	30	15	24	33	21	21
ENSG00000206077.6	ZDHHC11B	1	1	0	0	0	0	0	1
ENSG00000249908.1	CTD-2589H19.4	1	0	1	0	0	0	0	0
ENSG00000247872.2	SPCS2P3	0	0	0	0	0	0	0	0
ENSG00000028310.13	BRD9	491	458	677	342	664	900	489	502
ENSG00000071539.9	TRIP13	49	52	58	25	64	82	57	42
ENSG00000248949.1	RP11-661C8.2	0	0	0	0	0	2	0	1
ENSG00000250173.1	RP11-661C8.3	0	0	0	0	0	0	0	0
ENSG00000215246.4	RP11-43F13.3	3	8	6	2	5	24	3	6
ENSG00000203594.1	AC116351.1	0	0	0	0	0	0	0	0
ENSG00000221244.1	AC116351.2	0	0	0	0	0	0	0	0
ENSG00000272347.1	RP11-43F13.4	3	4	0	4	0	4	6	10
ENSG00000145506.9	NKD2	75	212	62	75	53	230	166	371
ENSG00000113504.15	SLC12A7	693	564	507	317	575	646	613	673
ENSG00000263834.1	MIR4635	2	0	2	2	0	3	1	5
ENSG00000249201.2	CTD-3080P12.3	0	0	0	0	0	0	0	0
ENSG00000174358.11	SLC6A19	0	0	0	0	0	0	0	0
ENSG00000164363.8	SLC6A18	0	0	0	0	0	0	0	0
ENSG00000164362.14	TERT	0	0	0	0	0	0	0	0
ENSG00000263670.1	MIR4457	0	0	0	0	0	0	0	0
ENSG00000049656.9	CLPTM1L	1416	1405	1557	1063	1636	2524	1180	1409
ENSG00000250584.2	RP11-325I22.2	0	0	0	0	0	0	0	0
ENSG00000248951.2	RP11-325I22.1	0	0	0	0	0	0	0	0
ENSG00000142319.14	SLC6A3	0	5	0	0	1	0	2	2
ENSG00000153395.5	LPCAT1	1545	1319	1031	592	1308	2505	886	1183
ENSG00000251532.1	CTD-2245E15.3	0	1	1	0	1	0	0	1
ENSG00000185986.10	SDHAP3	155	181	232	143	159	180	150	160
ENSG00000271119.1	CTD-2012J19.3	6	3	15	12	10	14	6	14
ENSG00000248126.1	CTD-2012J19.2	4	2	5	2	4	11	0	0
ENSG00000188002.6	RP11-43F13.1	101	84	104	55	182	198	152	141
ENSG00000232615.4	CTD-2012J19.1	4	1	3	1	2	8	1	2
ENSG00000263746.1	MIR4277	0	0	0	0	0	0	0	0
ENSG00000260066.1	CTD-2587M23.1	0	0	0	0	0	0	0	0
ENSG00000171421.8	MRPL36	220	246	269	156	342	443	172	194
ENSG00000145494.7	NDUFS6	501	473	503	302	571	623	370	336
ENSG00000249966.1	CTD-2194D22.1	0	0	0	0	0	0	0	0
ENSG00000250417.1	CTD-2194D22.2	0	0	0	0	0	0	0	0
ENSG00000113430.5	IRX4	0	0	0	0	0	0	0	0
ENSG00000249116.1	CTD-2194D22.3	0	0	0	0	0	0	0	0
ENSG00000249326.1	CTD-2194D22.4	0	0	0	0	0	0	0	0
ENSG00000248994.1	RP11-259O2.1	0	0	3	2	0	2	1	0
ENSG00000248597.1	RP11-259O2.2	0	0	0	0	0	0	0	0
ENSG00000249731.1	RP11-259O2.3	0	0	0	0	0	2	0	0
ENSG00000201026.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000259757.1	RP11-129I19.2	0	0	0	0	0	0	0	0
ENSG00000170561.8	IRX2	42	45	56	37	10	17	102	109
ENSG00000186493.7	C5orf38	77	75	108	74	28	37	196	232
ENSG00000249541.1	RP11-692C23.1	0	0	0	0	0	0	0	0
ENSG00000248137.1	RP11-468D11.1	0	0	0	0	0	0	0	0
ENSG00000248736.1	RP11-35O7.1	0	0	0	0	0	0	0	0
ENSG00000249808.1	CTD-2029E14.1	0	0	0	0	0	0	0	0
ENSG00000248118.1	LINC01019	0	0	0	0	0	0	0	0
ENSG00000249830.1	RP11-121L11.3	0	0	0	0	0	0	0	0
ENSG00000250716.1	RP11-121L11.2	0	0	0	0	0	0	0	0
ENSG00000170549.3	IRX1	0	0	0	0	0	0	0	0
ENSG00000259603.1	CTD-2012M11.3	0	0	0	0	0	0	0	0
ENSG00000248962.1	CTD-2287N17.1	0	0	0	0	0	0	0	0
ENSG00000249994.1	CTD-2383I20.1	0	0	0	0	0	0	0	0
ENSG00000250921.1	CTD-2008N3.1	0	0	0	0	0	0	0	0
ENSG00000260763.1	RP11-445O3.3	0	0	0	0	0	0	0	0
ENSG00000248973.1	RP11-445O3.2	0	0	0	0	0	0	0	0
ENSG00000231291.3	RP11-445O3.1	0	0	0	0	0	0	0	0
ENSG00000251371.1	CTD-2318H23.1	0	0	0	0	0	0	0	0
ENSG00000249521.1	CTD-2161F6.3	0	0	0	0	0	0	0	0
ENSG00000248311.1	CTD-2161F6.2	0	0	0	0	0	0	0	0
ENSG00000248467.1	CTD-2161F6.1	0	0	0	0	0	0	0	0
ENSG00000249941.1	CTD-2046I8.1	0	0	0	0	0	0	0	0
ENSG00000251506.1	CTD-2247C11.2	0	0	0	0	0	0	0	0
ENSG00000250481.1	CTD-2247C11.1	0	0	0	0	0	0	0	0
ENSG00000215231.3	LINC01020	0	0	0	0	0	0	0	0
ENSG00000251426.1	CTD-2247C11.4	0	0	0	0	0	0	0	0
ENSG00000250529.1	CTD-2247C11.5	0	0	0	0	0	0	0	0
ENSG00000223007.1	RN7SKP73	0	0	0	0	0	0	0	0
ENSG00000250579.1	CTD-2297D10.2	0	0	0	0	0	0	0	0
ENSG00000145536.11	ADAMTS16	4	1	2	0	3	0	3	1
ENSG00000250866.1	CTD-2297D10.1	0	0	0	0	0	0	0	0
ENSG00000251568.1	ALG3P1	0	0	0	0	0	0	0	0
ENSG00000248729.1	RP11-531A21.3	0	0	1	0	0	0	1	0
ENSG00000250808.1	RP11-531A21.4	0	0	0	0	0	1	1	0
ENSG00000251476.2	RP11-531A21.2	0	0	0	0	0	0	0	0
ENSG00000164151.7	KIAA0947	1233	1142	1209	814	1571	1910	1027	1266
ENSG00000261037.1	CTC-471C19.1	0	0	0	0	0	0	0	0
ENSG00000259861.1	CTC-471C19.2	0	0	0	0	0	0	0	0
ENSG00000221568.1	AC026797.1	0	0	0	0	0	0	0	0
ENSG00000250730.2	HMGB3P3	0	0	0	0	0	0	0	0
ENSG00000250490.1	CTD-2324F15.2	0	0	0	0	1	3	0	0
ENSG00000133398.3	MED10	452	429	498	358	463	657	441	523
ENSG00000215218.3	UBE2QL1	0	0	0	0	0	0	1	0
ENSG00000271230.1	CTD-2195M18.2	0	0	0	0	0	0	0	0
ENSG00000250056.1	LINC01018	1	0	1	0	1	1	1	0
ENSG00000037474.10	NSUN2	699	678	816	508	1057	1395	597	656
ENSG00000145545.7	SRD5A1	340	277	334	247	379	498	274	299
ENSG00000272520.1	CTD-2044J15.2	55	64	102	59	107	107	55	72
ENSG00000248677.1	CTD-2044J15.1	6	3	9	2	12	14	6	3
ENSG00000112941.8	PAPD7	542	452	525	344	547	655	453	480
ENSG00000251365.1	RP11-332J15.3	0	0	0	0	0	0	0	0
ENSG00000272071.1	RP11-332J15.4	0	0	0	0	0	0	0	0
ENSG00000249734.1	RP11-332J15.1	0	0	0	0	0	0	0	0
ENSG00000200243.1	RN7SKP79	0	0	0	0	0	0	0	0
ENSG00000250060.1	RP11-332J15.2	0	0	0	0	0	0	0	0
ENSG00000250974.1	RP11-122F24.1	0	0	0	0	0	0	0	0
ENSG00000212258.1	RNA5SP176	0	0	0	0	0	0	0	0
ENSG00000248775.1	RP11-404K5.3	0	0	0	0	0	0	0	0
ENSG00000247732.2	RP11-404K5.1	0	0	0	0	0	0	0	0
ENSG00000205976.4	RP11-404K5.2	0	0	0	0	0	0	0	0
ENSG00000251250.1	RP11-404K5.4	0	0	0	0	0	0	0	0
ENSG00000251678.1	CTD-2296D1.1	0	0	0	0	0	0	0	0
ENSG00000250668.1	CTD-2296D1.2	0	0	0	0	0	0	0	0
ENSG00000249638.1	CTD-2296D1.3	0	0	0	0	0	0	0	0
ENSG00000249865.1	CTD-2296D1.4	0	0	0	0	0	0	0	0
ENSG00000223597.2	CTD-2296D1.5	0	0	0	0	0	0	0	0
ENSG00000078295.11	ADCY2	11	8	7	4	111	88	4	3
ENSG00000250761.2	RP11-711G10.1	0	0	0	0	0	0	0	0
ENSG00000215217.2	C5orf49	1	1	2	0	0	2	0	1
ENSG00000124275.10	MTRR	613	511	549	297	670	960	547	544
ENSG00000124279.7	FASTKD3	117	95	123	63	136	149	111	106
ENSG00000251168.1	CTD-2072I24.1	1	0	0	0	0	0	1	0
ENSG00000199773.1	RNU1-76P	0	0	0	0	0	0	0	0
ENSG00000249486.1	RP11-215I16.1	0	0	0	0	0	0	0	0
ENSG00000245729.1	RP11-480D4.1	0	1	0	0	5	0	0	0
ENSG00000249159.2	RP11-480D4.2	2	0	1	1	3	1	1	0
ENSG00000251549.2	RP11-480D4.5	0	0	0	0	0	0	0	0
ENSG00000272049.1	RP11-480D4.6	0	5	1	0	4	2	1	0
ENSG00000247516.3	MIR4458HG	91	89	86	49	128	109	71	57
ENSG00000250037.1	RP11-480D4.4	1	0	0	0	3	1	2	0
ENSG00000249782.1	RP11-417J1.1	0	0	0	0	1	0	0	0
ENSG00000250389.1	MTND6P2	0	0	0	0	0	0	0	0
ENSG00000248765.1	RP11-417J1.3	1	0	0	0	0	0	0	0
ENSG00000260981.1	RP11-315A16.1	0	0	0	0	0	0	0	0
ENSG00000250198.1	RP11-143A12.3	5	2	2	0	6	1	7	0
ENSG00000250619.1	CTD-2215L10.1	0	0	0	0	0	0	0	0
ENSG00000112902.7	SEMA5A	4501	2824	3187	1191	7945	8425	5059	4326
ENSG00000266415.1	MIR4636	0	0	0	0	0	0	0	0
ENSG00000248537.1	CTD-2201E9.4	0	0	0	0	0	0	0	0
ENSG00000251370.1	CTD-2201E9.1	1	0	0	0	0	0	0	1
ENSG00000250001.1	CTD-2201E9.2	0	0	0	0	1	0	0	0
ENSG00000250786.1	SNHG18	234	202	415	219	495	509	422	394
ENSG00000239112.1	SNORD123	2	1	5	0	1	6	3	6
ENSG00000248525.2	CTD-2001E22.1	0	0	0	0	0	0	0	0
ENSG00000169777.5	TAS2R1	0	0	1	0	1	2	1	2
ENSG00000249781.2	CTD-2143L24.1	0	0	1	0	0	0	0	0
ENSG00000222054.1	RNA5SP177	0	0	0	0	0	0	0	0
ENSG00000250814.1	RP11-447B18.1	0	0	0	0	0	1	0	0
ENSG00000249807.1	CTD-2199O4.1	0	0	0	0	0	0	0	0
ENSG00000260515.1	CTD-2199O4.3	0	0	0	0	0	0	0	0
ENSG00000271998.1	CTD-2199O4.7	0	0	0	0	0	0	0	0
ENSG00000196193.4	AC034229.1	0	0	0	1	0	0	0	0
ENSG00000272417.1	CTD-2199O4.6	1	0	0	0	0	0	0	0
ENSG00000150756.9	FAM173B	206	160	231	113	227	245	138	103
ENSG00000248968.1	CTD-2256P15.1	0	0	0	0	0	1	0	0
ENSG00000150753.7	CCT5	1421	1671	1641	1100	2097	3301	1240	1619
ENSG00000271980.1	CTD-2256P15.4	0	1	1	0	1	0	2	1
ENSG00000271715.1	CTD-2256P15.5	0	0	1	0	4	0	1	0
ENSG00000164237.4	CMBL	943	499	804	215	921	614	591	311
ENSG00000252341.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000252671.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000259802.1	CTD-2256P15.2	4	4	7	2	4	7	5	3
ENSG00000145495.10	MARCH6	2560	2131	2892	1710	3062	3301	2416	2407
ENSG00000250600.1	ROPN1L-AS1	0	0	0	0	0	0	0	0
ENSG00000145491.7	ROPN1L	2	1	8	2	6	3	6	0
ENSG00000246016.2	RP11-1C1.7	0	0	0	0	0	1	0	0
ENSG00000244361.1	RPL30P7	0	0	0	0	0	0	0	0
ENSG00000249166.1	RP11-1C1.6	0	0	0	0	0	0	0	0
ENSG00000249396.1	RP11-1C1.4	0	0	0	0	0	0	0	0
ENSG00000249160.1	RP11-1C1.5	0	0	0	0	0	0	0	0
ENSG00000214179.1	AC112200.1	0	0	0	0	0	0	0	0
ENSG00000164236.7	ANKRD33B	273	208	376	115	284	369	230	281
ENSG00000250106.1	ANKRD33B-AS1	1	0	0	1	0	0	1	1
ENSG00000251196.1	RP11-54F2.1	277	277	445	219	337	398	280	298
ENSG00000272016.1	RP11-215G15.5	1133	1068	1787	1051	1387	1570	969	1238
ENSG00000251548.1	RP11-215G15.4	3	1	1	0	0	1	0	0
ENSG00000112977.11	DAP	4068	3249	5105	2762	4528	4992	3851	3393
ENSG00000272324.1	CTD-2154B17.4	0	0	0	1	0	0	1	0
ENSG00000250576.1	CTD-2154B17.1	0	0	0	0	0	0	0	0
ENSG00000169862.14	CTNND2	2	0	0	0	0	0	0	0
ENSG00000207312.1	RNU6-429P	0	0	0	0	0	0	0	0
ENSG00000212305.1	RNU6-679P	0	0	0	0	0	0	0	0
ENSG00000248783.1	RP11-308B16.2	0	0	0	0	0	0	0	0
ENSG00000248131.1	CT49	0	0	0	0	0	0	0	0
ENSG00000264921.1	AC106771.1	0	0	0	0	0	0	0	0
ENSG00000251112.2	RP11-419C19.3	0	0	0	0	0	0	0	0
ENSG00000249053.1	RP11-419C19.1	0	0	0	0	0	0	0	0
ENSG00000248457.1	RP11-419C19.2	0	0	0	0	0	0	0	0
ENSG00000222717.1	AC016553.1	0	0	0	0	0	0	0	0
ENSG00000248145.1	CTC-305H11.1	0	0	0	0	0	0	0	0
ENSG00000242608.1	RPS23P5	0	0	0	0	0	0	0	0
ENSG00000248462.1	CTD-2042D5.1	0	0	0	0	0	0	0	0
ENSG00000243744.2	CTC-232H10.1	0	0	0	0	0	0	0	0
ENSG00000039139.9	DNAH5	139	117	304	92	267	433	233	198
ENSG00000251423.1	CTB-51A17.1	0	0	0	0	0	0	0	0
ENSG00000038382.13	TRIO	6328	5190	7592	3040	6914	8616	6721	5765
ENSG00000145569.5	FAM105A	8	51	8	33	5	10	3	23
ENSG00000248791.1	CTD-2165H16.3	0	0	0	0	0	0	0	0
ENSG00000250526.1	CCT6P2	0	0	0	0	0	0	0	0
ENSG00000250182.2	EEF1A1P13	54	56	28	10	28	31	18	27
ENSG00000261360.1	CTD-2165H16.4	11	5	22	9	11	11	9	6
ENSG00000154124.4	FAM105B	437	390	391	245	418	577	325	404
ENSG00000154122.8	ANKH	634	565	793	404	834	1207	689	620
ENSG00000249485.1	RBBP4P1	4	0	1	2	5	2	2	1
ENSG00000264792.1	MIR4637	0	0	0	0	0	0	0	0
ENSG00000272057.1	CTB-40H15.4	0	0	0	0	0	1	1	4
ENSG00000249928.2	UQCRBP3	0	1	0	0	0	0	0	0
ENSG00000250662.1	HNRNPKP5	0	0	0	0	1	0	0	0
ENSG00000212036.2	AC016575.1	0	0	0	0	0	0	0	0
ENSG00000250247.1	SEPHS2P1	0	0	0	0	0	0	0	0
ENSG00000202269.1	U8	0	0	0	0	0	0	0	0
ENSG00000249332.1	RP1-251I12.1	0	0	0	0	0	0	0	0
ENSG00000248486.1	RP1-137K24.1	0	0	0	0	0	0	0	0
ENSG00000248834.2	MARK2P5	0	0	0	0	0	0	0	0
ENSG00000248699.1	CTD-2313D3.1	0	0	0	0	0	0	0	0
ENSG00000183580.8	FBXL7	618	881	615	555	702	713	393	771
ENSG00000250250.1	CTD-2350J17.1	0	0	0	0	0	0	0	0
ENSG00000216077.1	MIR887	0	0	0	0	0	0	0	0
ENSG00000222312.1	RNA5SP178	0	0	0	0	0	0	0	0
ENSG00000183654.8	MARCH11	0	1	0	0	0	0	0	0
ENSG00000250981.1	RP11-19O2.1	0	0	0	0	0	0	0	0
ENSG00000250448.1	RP11-19O2.2	0	0	0	0	0	0	0	0
ENSG00000248403.1	RP11-19O2.4	0	0	0	0	0	0	0	0
ENSG00000248150.1	RP1-167G20.1	0	0	0	0	0	0	0	0
ENSG00000249737.1	RP1-167G20.2	0	0	0	0	0	0	0	0
ENSG00000173545.4	ZNF622	424	499	544	358	570	863	427	556
ENSG00000154153.9	FAM134B	23	19	9	7	28	50	13	21
ENSG00000246214.1	RP11-260E18.1	0	0	1	0	0	1	0	0
ENSG00000250415.1	CTC-461F20.1	0	0	0	0	0	0	0	0
ENSG00000201370.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000145555.10	MYO10	5960	4472	7859	4652	10516	18840	6194	6797
ENSG00000253093.1	RNA5SP179	0	0	0	0	0	0	0	0
ENSG00000243538.1	CTB-55B8.1	0	1	0	0	0	1	0	0
ENSG00000201436.1	RNU6-660P	0	0	0	0	0	0	0	0
ENSG00000176788.7	BASP1	5369	4896	5246	2274	7866	9396	4478	4429
ENSG00000271892.1	CTD-2228A4.1	0	0	0	0	0	0	0	1
ENSG00000206814.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000215196.4	AC091878.1	52	28	58	9	57	51	44	25
ENSG00000251990.1	RNA5SP180	0	0	0	0	0	0	0	0
ENSG00000250816.1	DCAF13P2	0	0	0	0	1	1	1	0
ENSG00000252908.1	RNU6-1003P	0	0	0	0	0	0	0	0
ENSG00000185296.8	CTD-2139B15.1	1	0	0	0	0	0	0	0
ENSG00000201715.1	RN7SKP133	0	0	0	0	0	0	0	0
ENSG00000223361.5	FTH1P10	7	15	6	7	12	18	6	11
ENSG00000248223.1	CTD-2139B15.2	0	0	0	0	0	0	0	0
ENSG00000249199.1	CTD-2139B15.5	0	0	0	0	0	0	1	0
ENSG00000250822.1	CTD-2139B15.4	1	1	0	1	0	0	0	0
ENSG00000248455.1	RP11-321E2.3	0	0	0	0	0	0	0	0
ENSG00000249662.1	RP11-321E2.4	0	0	0	0	0	0	0	0
ENSG00000251304.2	RP11-321E2.5	0	0	0	0	0	1	0	0
ENSG00000268799.1	RP11-321E2.13	1	1	0	0	0	0	0	0
ENSG00000250667.1	RP11-321E2.12	0	0	0	0	0	0	0	0
ENSG00000185041.4	RP11-321E2.6	0	0	0	0	0	0	0	0
ENSG00000248205.1	RP11-321E2.11	0	0	0	0	0	0	0	0
ENSG00000249620.1	RP11-321E2.10	0	2	0	0	0	0	0	0
ENSG00000248861.1	RP11-321E2.2	0	0	0	0	0	0	0	0
ENSG00000249339.1	RP11-321E2.7	0	0	0	0	0	0	0	0
ENSG00000250055.1	RP11-321E2.8	0	0	0	0	0	0	0	0
ENSG00000250296.1	RP11-321E2.9	0	0	0	0	0	0	0	0
ENSG00000250807.2	RP11-432M8.2	0	0	0	0	0	0	0	0
ENSG00000250088.1	RP11-432M8.1	0	0	0	0	0	0	0	0
ENSG00000250558.1	RP11-432M8.3	0	0	0	0	0	0	0	0
ENSG00000249427.1	RP11-432M8.4	0	0	0	0	0	0	0	0
ENSG00000249329.1	RP11-432M8.5	0	0	0	0	0	0	0	0
ENSG00000248422.1	RP11-432M8.7	0	0	0	0	0	0	0	0
ENSG00000249282.1	RP11-432M8.6	0	0	0	0	0	0	0	0
ENSG00000249357.2	RP11-432M8.8	0	7	0	0	0	1	0	0
ENSG00000249156.1	RP11-432M8.9	0	13	0	0	0	0	0	0
ENSG00000271296.1	RP11-432M8.20	0	0	0	0	0	0	0	0
ENSG00000250351.1	RP11-432M8.10	0	0	0	0	0	0	0	0
ENSG00000250386.1	RP11-432M8.11	0	7	0	0	0	0	0	0
ENSG00000249666.1	RP11-432M8.12	0	3	0	0	0	0	0	0
ENSG00000250782.1	RP11-432M8.13	0	4	0	0	0	0	0	0
ENSG00000248471.2	RP11-432M8.15	0	0	0	0	0	0	0	0
ENSG00000248160.1	RP11-432M8.14	0	0	0	0	0	0	0	0
ENSG00000248542.2	RP11-432M8.16	0	0	0	0	0	0	0	0
ENSG00000248337.1	RP11-432M8.18	0	0	0	0	0	0	0	0
ENSG00000269466.1	RP11-432M8.17	1	21	0	0	0	1	0	0
ENSG00000250715.1	RP11-432M8.19	0	0	0	0	0	0	0	0
ENSG00000249937.1	RP11-454P21.1	8	5	21	6	11	9	10	7
ENSG00000240785.1	RPL36AP21	0	0	0	0	0	1	0	0
ENSG00000212278.1	SNORD81	0	0	0	0	0	0	0	0
ENSG00000241552.2	RN7SL58P	0	0	0	0	0	0	0	0
ENSG00000248693.1	CTD-2023M8.1	0	0	0	0	0	0	0	0
ENSG00000238674.1	snoU13	0	0	0	0	0	0	0	0
ENSG00000249191.1	UBE2V1P12	0	0	0	0	0	0	0	0
ENSG00000249927.1	CTD-2151L9.2	0	0	0	0	0	0	0	0
ENSG00000249285.1	RP11-81B23.1	0	0	0	0	0	0	0	0
ENSG00000249174.1	RP11-124N3.3	0	0	0	0	0	0	0	0
ENSG00000251487.1	RP11-124N3.2	0	0	0	0	0	0	0	0
ENSG00000242654.1	RPL32P14	0	0	0	0	0	0	0	0
ENSG00000249557.2	HSPD1P15	0	0	0	0	0	0	0	0
ENSG00000145526.7	CDH18	9	0	3	1	8	5	12	15
ENSG00000264928.1	AC118463.1	0	0	0	0	0	0	0	0
ENSG00000248766.2	RP11-61K20.1	0	0	0	0	0	0	0	0
ENSG00000214132.4	RP11-420O16.2	0	0	0	0	0	0	0	0
ENSG00000249854.1	RP11-420O16.1	0	0	0	0	0	0	0	0
ENSG00000251629.2	RP11-774D14.1	0	0	0	0	0	0	0	0
ENSG00000249490.1	CTD-2333M24.1	0	0	0	0	0	0	0	0
ENSG00000248308.1	RP11-697E23.1	0	0	0	0	0	0	0	0
ENSG00000248286.1	RP11-811J10.1	0	0	0	0	0	0	0	0
ENSG00000249359.2	RP11-374A4.1	0	1	1	0	1	1	1	0
ENSG00000183666.12	GUSBP1	85	57	68	28	75	74	66	50
ENSG00000233974.3	RP11-823P9.3	2	2	1	1	0	2	0	1
ENSG00000203563.1	AC138951.1	0	0	0	0	0	0	0	0
ENSG00000272130.1	RP11-360I2.1	0	0	0	0	0	0	0	0
ENSG00000253766.1	RP11-804N13.1	0	0	0	0	0	0	0	0
ENSG00000221615.1	AC140132.1	0	0	0	0	0	0	0	0
ENSG00000154162.9	CDH12	0	0	0	1	0	0	0	0
ENSG00000213430.5	HSPD1P1	9	8	3	2	10	12	3	6
ENSG00000253104.1	RP11-855C21.1	0	0	0	0	0	0	0	0
ENSG00000168967.10	PMCHL1	0	0	0	0	0	0	0	0
ENSG00000249206.2	GCNT1P2	0	0	0	0	0	0	0	0
ENSG00000249404.1	CTD-2234B20.1	0	0	0	0	0	0	0	0
ENSG00000264118.1	RN7SL572P	0	0	0	0	0	0	0	0
ENSG00000250319.1	CTD-2272G21.3	0	0	0	0	0	0	0	0
ENSG00000206912.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000250332.1	CTD-2272G21.2	1	0	0	0	1	1	0	0
ENSG00000249289.1	CTD-2272G21.1	0	0	0	0	0	0	0	0
ENSG00000248591.1	CTD-2351A8.1	0	0	0	0	0	0	0	0
ENSG00000164256.5	PRDM9	0	0	0	0	0	0	0	0
ENSG00000249607.1	RP11-197O8.1	0	0	0	0	0	0	0	0
ENSG00000248874.1	C5orf17	1	0	2	2	0	3	6	4
ENSG00000252083.1	SNORA40	0	0	0	0	0	0	0	0
ENSG00000234865.3	CTD-2138O14.1	0	0	0	0	0	0	0	0
ENSG00000200600.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000226432.3	CTD-2015B23.2	2	5	1	1	2	3	0	1
ENSG00000250694.1	CTD-2074D8.1	0	0	0	0	0	0	0	0
ENSG00000040731.6	CDH10	107	42	107	15	35	6	205	49
ENSG00000251294.1	RP11-116O11.1	0	0	0	0	0	0	0	0
ENSG00000249562.1	RP11-116O11.2	0	0	0	0	0	0	0	0
ENSG00000250099.1	RP11-12P19.2	0	0	0	0	0	0	0	2
ENSG00000248156.2	RP11-12P19.1	0	0	0	0	0	0	0	0
ENSG00000223004.1	SNORD29	0	0	0	0	0	0	0	0
ENSG00000248908.1	RP11-730N24.1	0	0	0	0	0	0	0	0
ENSG00000250524.1	RP11-730N24.2	0	0	0	0	0	0	0	0
ENSG00000199911.1	Y_RNA	0	0	0	0	0	0	0	0
ENSG00000251273.1	RP11-549K20.1	0	0	0	0	0	0	0	0
ENSG00000245662.2	RP11-184E9.1	1	1	10	1	6	10	6	12
ENSG00000251654.2	RP11-192H6.2	0	0	0	0	0	0	0	0
ENSG00000260761.1	RP11-184E9.2	0	0	0	0	0	0	0	0
ENSG00000248605.1	CTD-2306M5.1	0	0	0	0	0	0	0	0
ENSG00000201016.1	RNU6-374P	0	0	0	0	0	0	0	0
ENSG00000251593.1	MSNP1	6	8	2	4	5	13	5	3
ENSG00000222560.1	RNU4-43P	0	0	0	0	0	0	0	0
ENSG00000249099.1	RP11-351N6.1	0	0	0	0	0	0	0	0
ENSG00000230571.2	CTD-2533K21.3	0	0	0	0	0	0	0	0
ENSG00000248426.1	CTD-2533K21.2	0	0	0	0	0	0	0	0
ENSG00000250703.1	CTD-2533K21.1	0	0	0	0	0	0	0	0
ENSG00000251033.1	CTD-2533K21.4	0	0	0	0	0	0	0	0
ENSG00000249616.1	CTD-2194F12.1	0	0	0	0	0	0	0	0
ENSG00000113100.5	CDH9	0	0	0	0	0	0	0	0
ENSG00000207261.1	RNU6-738P	0	0	0	0	0	0	0	0
ENSG00000248490.1	CTD-3007L5.1	0	0	0	0	0	0	0	0
ENSG00000250337.1	LINC01021	31	16	36	18	60	51	22	7
ENSG00000221721.1	AC010455.1	0	0	0	0	0	0	0	0
ENSG00000250079.1	RP11-560A7.1	0	0	0	0	0	0	0	0
ENSG00000249785.1	CTD-2061E9.1	0	0	0	0	0	0	0	0
ENSG00000252867.1	RNU6-909P	0	0	0	0	0	0	0	0
ENSG00000250453.1	CTD-2134P3.1	0	0	0	0	0	0	0	0
ENSG00000270495.1	CTD-2134P3.2	0	0	0	0	0	0	0	0
